complaint_id,created_at,channel,citizen_comment,complaint_category,department,district,village,sentiment,urgency_level,priority_score,status,response_time_hours,resolution_time_days,sla_met,engagement_score,year,month,month_name,quarter,day_of_week,is_resolved,sla_met_flag,is_critical,priority_bucket
CMP-09986,2024-05-26 08:56:34,TikTok,Banjir kecil mengganggu aktivitas warga di Tulungrejo.,Flooding,Dinas PUPR,Batu,Tulungrejo,Negative,Medium,44,In Progress,26.92,,No,3358,2024,5,May,2,Sunday,0,0,0,Medium
CMP-00197,2024-05-26 09:31:48,Call Center,Antrian pelayanan di Temas sangat panjang.,Administrative Services,Dinas Kependudukan,Batu,Temas,Neutral,High,70,Open,3.48,,Yes,4875,2024,5,May,2,Sunday,0,1,0,High
CMP-05859,2024-05-26 12:03:32,Call Center,Air PDAM di Punten keruh dan tidak layak digunakan.,Clean Water,PDAM,Batu,Punten,Negative,Medium,46,In Progress,35.64,,No,2847,2024,5,May,2,Sunday,0,0,0,Medium
CMP-09552,2024-05-26 14:19:45,WhatsApp,Akses WiFi publik di Dadaprejo tidak dapat digunakan.,Public WiFi,DISKOMINFO,Batu,Dadaprejo,Negative,Medium,67,In Progress,46.57,,No,3728,2024,5,May,2,Sunday,0,0,0,Medium
CMP-02903,2024-05-26 18:45:57,TikTok,Jalan di wilayah Punten berlubang dan membahayakan pengguna.,Road Infrastructure,Dinas PUPR,Junrejo,Punten,Negative,Medium,48,Resolved,15.55,7.96,Yes,3891,2024,5,May,2,Sunday,1,1,0,Medium
CMP-07796,2024-05-26 18:52:26,Call Center,Pedagang kaki lima di Tulungrejo mengganggu ketertiban.,Public Safety,Satpol PP,Bumiaji,Tulungrejo,Neutral,High,85,Resolved,20.34,2.36,No,417,2024,5,May,2,Sunday,1,0,0,High
CMP-08863,2024-05-26 20:57:57,Call Center,Drainase di Beji tidak berfungsi dengan baik.,Flooding,Dinas PUPR,Batu,Beji,Negative,Critical,92,Open,4.51,,No,3003,2024,5,May,2,Sunday,0,0,1,Critical
CMP-00745,2024-05-26 21:07:11,Website,WiFi publik di Ngaglik sangat lambat.,Public WiFi,DISKOMINFO,Bumiaji,Ngaglik,Negative,High,74,Resolved,23.3,6.32,No,1724,2024,5,May,2,Sunday,1,0,0,High
CMP-04290,2024-05-26 23:18:05,LAPOR!,Banyak lubang di jalan Beji yang mengganggu kendaraan.,Road Infrastructure,Dinas PUPR,Junrejo,Beji,Negative,Low,39,In Progress,29.26,,Yes,3984,2024,5,May,2,Sunday,0,1,0,Low
CMP-06609,2024-05-27 01:12:35,TikTok,Fasilitas wisata di Mojorejo perlu ditingkatkan.,Tourism Services,Dinas Pariwisata,Junrejo,Mojorejo,Negative,Medium,56,Resolved,18.91,7.55,Yes,2694,2024,5,May,2,Monday,1,1,0,Medium
CMP-04853,2024-05-27 01:32:24,Website,Jaringan internet gratis di Sisir sering putus.,Public WiFi,DISKOMINFO,Bumiaji,Sisir,Negative,Medium,57,Resolved,20.77,6.59,Yes,3018,2024,5,May,2,Monday,1,1,0,Medium
CMP-07463,2024-05-27 04:11:17,TikTok,Banyak kendaraan parkir sembarangan di Songgokerto.,Illegal Parking,Dinas Perhubungan,Batu,Songgokerto,Negative,Medium,59,Resolved,33.08,9.2,No,4878,2024,5,May,2,Monday,1,0,0,Medium
CMP-00446,2024-05-27 09:40:40,Website,Jaringan internet gratis di Mojorejo sering putus.,Public WiFi,DISKOMINFO,Batu,Mojorejo,Negative,Low,36,Resolved,106.61,4.76,No,4361,2024,5,May,2,Monday,1,0,0,Low
CMP-08972,2024-05-27 12:20:18,Call Center,Pelayanan administrasi di Mojorejo terlalu lama.,Administrative Services,Dinas Kependudukan,Bumiaji,Mojorejo,Negative,Medium,69,Resolved,18.81,9.13,Yes,4600,2024,5,May,2,Monday,1,1,0,Medium
CMP-01344,2024-05-27 13:13:25,Call Center,Banjir kecil mengganggu aktivitas warga di Gunungsari.,Flooding,Dinas PUPR,Junrejo,Gunungsari,Negative,High,88,In Progress,4.58,,Yes,2397,2024,5,May,2,Monday,0,1,0,High
CMP-08718,2024-05-27 14:01:23,Call Center,Akses WiFi publik di Sisir tidak dapat digunakan.,Public WiFi,DISKOMINFO,Bumiaji,Sisir,Negative,Medium,62,In Progress,36.94,,No,3977,2024,5,May,2,Monday,0,0,0,Medium
CMP-02740,2024-05-27 18:44:13,Instagram,Parkir liar di Punten mengganggu akses jalan.,Illegal Parking,Dinas Perhubungan,Junrejo,Punten,Neutral,Low,20,In Progress,83.45,,No,4661,2024,5,May,2,Monday,0,0,0,Low
CMP-03129,2024-05-27 20:35:34,Instagram,Lampu jalan di Gunungsari mati sejak beberapa hari lalu.,Street Lighting,Dinas Perhubungan,Bumiaji,Gunungsari,Neutral,Low,17,Open,70.27,,Yes,3027,2024,5,May,2,Monday,0,1,0,Low
CMP-00965,2024-05-28 00:31:55,LAPOR!,Akses WiFi publik di Mojorejo tidak dapat digunakan.,Public WiFi,DISKOMINFO,Junrejo,Mojorejo,Negative,High,88,Resolved,19.43,2.73,No,78,2024,5,May,2,Tuesday,1,0,0,High
CMP-06526,2024-05-28 01:32:31,Call Center,Lampu jalan rusak di kawasan Sisir.,Street Lighting,Dinas Perhubungan,Bumiaji,Sisir,Negative,Low,38,In Progress,39.81,,Yes,3035,2024,5,May,2,Tuesday,0,1,0,Low
CMP-00753,2024-05-28 01:49:57,Call Center,Drainase di Ngaglik tidak berfungsi dengan baik.,Flooding,Dinas PUPR,Junrejo,Ngaglik,Negative,Low,36,In Progress,119.7,,No,3333,2024,5,May,2,Tuesday,0,0,0,Low
CMP-06279,2024-05-28 04:16:05,Call Center,Fasilitas wisata di Mojorejo perlu ditingkatkan.,Tourism Services,Dinas Pariwisata,Bumiaji,Mojorejo,Negative,Low,16,In Progress,93.92,,No,1487,2024,5,May,2,Tuesday,0,0,0,Low
CMP-04894,2024-05-28 05:35:48,WhatsApp,WiFi publik di Songgokerto sangat lambat.,Public WiFi,DISKOMINFO,Batu,Songgokerto,Negative,Medium,59,In Progress,29.58,,No,2476,2024,5,May,2,Tuesday,0,0,0,Medium
CMP-05468,2024-05-28 08:11:30,Instagram,Banyak kendaraan parkir sembarangan di Mojorejo.,Illegal Parking,Dinas Perhubungan,Junrejo,Mojorejo,Negative,High,81,In Progress,12.0,,No,917,2024,5,May,2,Tuesday,0,0,0,High
CMP-09507,2024-05-28 09:03:26,Call Center,Pelayanan administrasi di Songgokerto terlalu lama.,Administrative Services,Dinas Kependudukan,Batu,Songgokerto,Negative,Medium,56,Resolved,25.84,8.41,No,2643,2024,5,May,2,Tuesday,1,0,0,Medium
CMP-04079,2024-05-28 12:06:03,LAPOR!,Banjir kecil mengganggu aktivitas warga di Tulungrejo.,Flooding,Dinas PUPR,Bumiaji,Tulungrejo,Neutral,Low,28,Resolved,66.62,11.92,Yes,4493,2024,5,May,2,Tuesday,1,1,0,Low
CMP-02643,2024-05-28 13:31:08,Call Center,Jaringan internet gratis di Sisir sering putus.,Public WiFi,DISKOMINFO,Bumiaji,Sisir,Negative,Medium,55,In Progress,46.98,,No,3093,2024,5,May,2,Tuesday,0,0,0,Medium
CMP-08693,2024-05-28 13:42:31,Instagram,Bau sampah sangat mengganggu warga di Temas.,Waste Management,Dinas Lingkungan Hidup,Junrejo,Temas,Negative,Critical,90,In Progress,4.06,,No,666,2024,5,May,2,Tuesday,0,0,1,Critical
CMP-04197,2024-05-28 16:31:21,Call Center,Bau sampah sangat mengganggu warga di Punten.,Waste Management,Dinas Lingkungan Hidup,Bumiaji,Punten,Negative,Medium,69,In Progress,31.32,,No,4676,2024,5,May,2,Tuesday,0,0,0,Medium
CMP-09253,2024-05-28 16:42:12,TikTok,Antrian pelayanan di Mojorejo sangat panjang.,Administrative Services,Dinas Kependudukan,Junrejo,Mojorejo,Negative,High,82,In Progress,15.27,,No,3747,2024,5,May,2,Tuesday,0,0,0,High
CMP-07540,2024-05-28 17:41:15,LAPOR!,Air PDAM di Dadaprejo keruh dan tidak layak digunakan.,Clean Water,PDAM,Junrejo,Dadaprejo,Negative,Medium,53,In Progress,19.85,,Yes,329,2024,5,May,2,Tuesday,0,1,0,Medium
CMP-08883,2024-05-28 20:54:34,TikTok,Akses WiFi publik di Sisir tidak dapat digunakan.,Public WiFi,DISKOMINFO,Bumiaji,Sisir,Neutral,Medium,41,Resolved,33.15,6.96,No,4773,2024,5,May,2,Tuesday,1,0,0,Medium
CMP-01261,2024-05-29 03:34:15,Website,Aspal rusak parah di daerah Mojorejo dan belum diperbaiki.,Road Infrastructure,Dinas PUPR,Bumiaji,Mojorejo,Negative,Low,30,In Progress,53.44,,Yes,3687,2024,5,May,2,Wednesday,0,1,0,Low
CMP-05681,2024-05-29 05:05:52,WhatsApp,Pelayanan wisata di Gunungsari belum optimal.,Tourism Services,Dinas Pariwisata,Bumiaji,Gunungsari,Negative,Low,21,Resolved,74.8,3.01,No,3516,2024,5,May,2,Wednesday,1,0,0,Low
CMP-02877,2024-05-29 06:44:32,Instagram,Lampu jalan di Mojorejo mati sejak beberapa hari lalu.,Street Lighting,Dinas Perhubungan,Bumiaji,Mojorejo,Negative,Low,34,In Progress,106.81,,No,3276,2024,5,May,2,Wednesday,0,0,0,Low
CMP-01425,2024-05-29 11:56:03,Website,Bau sampah sangat mengganggu warga di Gunungsari.,Waste Management,Dinas Lingkungan Hidup,Bumiaji,Gunungsari,Neutral,Medium,58,In Progress,17.96,,Yes,1031,2024,5,May,2,Wednesday,0,1,0,Medium
CMP-03459,2024-05-29 15:13:20,LAPOR!,Jaringan internet gratis di Sisir sering putus.,Public WiFi,DISKOMINFO,Bumiaji,Sisir,Negative,Medium,51,Resolved,22.95,6.96,Yes,2380,2024,5,May,2,Wednesday,1,1,0,Medium
CMP-03266,2024-05-29 17:29:39,Instagram,Drainase di Punten tidak berfungsi dengan baik.,Flooding,Dinas PUPR,Batu,Punten,Negative,Critical,92,In Progress,3.0,,No,3066,2024,5,May,2,Wednesday,0,0,1,Critical
CMP-09009,2024-05-29 20:54:15,Instagram,Sampah menumpuk di area Sisir dan belum diangkut.,Waste Management,Dinas Lingkungan Hidup,Batu,Sisir,Negative,Low,30,Resolved,84.73,10.7,No,1503,2024,5,May,2,Wednesday,1,0,0,Low
CMP-05882,2024-05-29 22:29:14,TikTok,Trotoar di Punten dipenuhi aktivitas yang menghambat pejalan kaki.,Public Safety,Satpol PP,Bumiaji,Punten,Negative,Low,17,Resolved,113.72,8.64,No,2094,2024,5,May,2,Wednesday,1,0,0,Low
CMP-07579,2024-05-30 00:10:48,Website,Proses pembuatan dokumen di Dadaprejo kurang efisien.,Administrative Services,Dinas Kependudukan,Junrejo,Dadaprejo,Negative,Critical,96,In Progress,4.53,,No,2785,2024,5,May,2,Thursday,0,0,1,Critical
CMP-00482,2024-05-30 02:37:27,WhatsApp,Aspal rusak parah di daerah Tulungrejo dan belum diperbaiki.,Road Infrastructure,Dinas PUPR,Batu,Tulungrejo,Neutral,Low,31,Resolved,96.75,3.73,No,3608,2024,5,May,2,Thursday,1,0,0,Low
CMP-03971,2024-05-30 03:01:12,LAPOR!,WiFi publik di Temas sangat lambat.,Public WiFi,DISKOMINFO,Junrejo,Temas,Neutral,High,82,Resolved,6.58,5.38,Yes,3841,2024,5,May,2,Thursday,1,1,0,High
CMP-07550,2024-05-30 03:21:47,TikTok,Parkir liar di kawasan Ngaglik menyebabkan kemacetan.,Illegal Parking,Dinas Perhubungan,Bumiaji,Ngaglik,Negative,Medium,60,Open,46.88,,No,2822,2024,5,May,2,Thursday,0,0,0,Medium
CMP-09998,2024-05-30 03:28:52,LAPOR!,Sampah menumpuk di area Songgokerto dan belum diangkut.,Waste Management,Dinas Lingkungan Hidup,Batu,Songgokerto,Negative,High,79,Open,21.62,,No,2880,2024,5,May,2,Thursday,0,0,0,High
CMP-03261,2024-05-30 07:35:31,Call Center,Genangan air sering terjadi di Beji saat hujan.,Flooding,Dinas PUPR,Batu,Beji,Negative,High,88,Open,20.15,,No,2833,2024,5,May,2,Thursday,0,0,0,High
CMP-01849,2024-05-30 07:52:13,Website,Banyak kendaraan parkir sembarangan di Punten.,Illegal Parking,Dinas Perhubungan,Junrejo,Punten,Negative,Low,24,Resolved,84.47,5.27,No,4773,2024,5,May,2,Thursday,1,0,0,Low
CMP-04363,2024-05-30 09:41:03,Website,Proses pembuatan dokumen di Punten kurang efisien.,Administrative Services,Dinas Kependudukan,Batu,Punten,Negative,Low,13,Resolved,52.24,8.84,Yes,366,2024,5,May,2,Thursday,1,1,0,Low
CMP-01688,2024-05-30 11:52:34,Website,Distribusi air di Sisir sering terhenti.,Clean Water,PDAM,Junrejo,Sisir,Neutral,Medium,57,In Progress,15.08,,Yes,1876,2024,5,May,2,Thursday,0,1,0,Medium
CMP-05792,2024-05-30 12:14:39,LAPOR!,Antrian pelayanan di Dadaprejo sangat panjang.,Administrative Services,Dinas Kependudukan,Batu,Dadaprejo,Negative,Medium,47,In Progress,31.09,,No,2746,2024,5,May,2,Thursday,0,0,0,Medium
CMP-08648,2024-05-30 12:55:45,Instagram,Parkir liar di kawasan Gunungsari menyebabkan kemacetan.,Illegal Parking,Dinas Perhubungan,Bumiaji,Gunungsari,Negative,Medium,56,In Progress,27.72,,No,4061,2024,5,May,2,Thursday,0,0,0,Medium
CMP-08469,2024-05-30 13:57:28,TikTok,Ketertiban umum di Beji perlu ditingkatkan.,Public Safety,Satpol PP,Batu,Beji,Negative,Medium,58,Resolved,28.12,3.62,No,4452,2024,5,May,2,Thursday,1,0,0,Medium
CMP-04976,2024-05-30 14:15:50,TikTok,Lampu jalan rusak di kawasan Songgokerto.,Street Lighting,Dinas Perhubungan,Batu,Songgokerto,Negative,Medium,63,Open,45.71,,No,3748,2024,5,May,2,Thursday,0,0,0,Medium
CMP-03727,2024-05-30 15:26:30,LAPOR!,Tekanan air di Gunungsari sangat kecil.,Clean Water,PDAM,Batu,Gunungsari,Neutral,Medium,57,Resolved,22.38,3.97,Yes,719,2024,5,May,2,Thursday,1,1,0,Medium
CMP-05537,2024-05-30 16:19:29,LAPOR!,Banyak kendaraan parkir sembarangan di Mojorejo.,Illegal Parking,Dinas Perhubungan,Junrejo,Mojorejo,Negative,Low,28,In Progress,43.47,,Yes,3183,2024,5,May,2,Thursday,0,1,0,Low
CMP-06055,2024-05-30 18:12:41,TikTok,Sampah menumpuk di area Tulungrejo dan belum diangkut.,Waste Management,Dinas Lingkungan Hidup,Junrejo,Tulungrejo,Negative,High,78,In Progress,23.99,,No,1202,2024,5,May,2,Thursday,0,0,0,High
CMP-09031,2024-05-30 20:25:10,LAPOR!,Banyak lubang di jalan Punten yang mengganggu kendaraan.,Road Infrastructure,Dinas PUPR,Junrejo,Punten,Negative,Medium,43,In Progress,14.99,,Yes,292,2024,5,May,2,Thursday,0,1,0,Medium
CMP-02277,2024-05-30 20:53:40,Instagram,Tempat pembuangan di Ngaglik sudah penuh.,Waste Management,Dinas Lingkungan Hidup,Bumiaji,Ngaglik,Negative,Low,36,Open,113.23,,No,2379,2024,5,May,2,Thursday,0,0,0,Low
CMP-02486,2024-05-30 22:04:15,Call Center,Distribusi air di Sisir sering terhenti.,Clean Water,PDAM,Bumiaji,Sisir,Negative,Low,29,In Progress,72.83,,No,4906,2024,5,May,2,Thursday,0,0,0,Low
CMP-00377,2024-05-30 22:30:11,LAPOR!,Banyak lubang di jalan Dadaprejo yang mengganggu kendaraan.,Road Infrastructure,Dinas PUPR,Batu,Dadaprejo,Negative,Medium,49,Resolved,18.03,3.58,Yes,4766,2024,5,May,2,Thursday,1,1,0,Medium
CMP-08260,2024-05-30 23:45:28,Instagram,Banjir kecil mengganggu aktivitas warga di Mojorejo.,Flooding,Dinas PUPR,Junrejo,Mojorejo,Negative,Medium,54,Resolved,20.81,9.62,Yes,4876,2024,5,May,2,Thursday,1,1,0,Medium
CMP-00043,2024-05-31 00:32:07,Call Center,Informasi destinasi wisata di Tulungrejo kurang jelas.,Tourism Services,Dinas Pariwisata,Junrejo,Tulungrejo,Negative,Medium,40,Resolved,42.42,9.08,No,3492,2024,5,May,2,Friday,1,0,0,Medium
CMP-05292,2024-05-31 02:05:40,TikTok,Pelayanan wisata di Dadaprejo belum optimal.,Tourism Services,Dinas Pariwisata,Junrejo,Dadaprejo,Neutral,High,83,Resolved,13.33,1.26,No,3324,2024,5,May,2,Friday,1,0,0,High
CMP-05757,2024-05-31 09:33:09,LAPOR!,Banyak lubang di jalan Songgokerto yang mengganggu kendaraan.,Road Infrastructure,Dinas PUPR,Bumiaji,Songgokerto,Negative,Low,15,Resolved,95.72,13.92,No,44,2024,5,May,2,Friday,1,0,0,Low
CMP-08155,2024-05-31 10:37:44,Website,Pelayanan administrasi di Ngaglik terlalu lama.,Administrative Services,Dinas Kependudukan,Bumiaji,Ngaglik,Negative,Medium,56,Resolved,32.19,3.65,No,622,2024,5,May,2,Friday,1,0,0,Medium
CMP-08941,2024-05-31 11:12:04,Website,Pelayanan wisata di Songgokerto belum optimal.,Tourism Services,Dinas Pariwisata,Batu,Songgokerto,Negative,High,87,In Progress,7.14,,Yes,155,2024,5,May,2,Friday,0,1,0,High
CMP-06094,2024-05-31 13:15:23,Website,Fasilitas wisata di Dadaprejo perlu ditingkatkan.,Tourism Services,Dinas Pariwisata,Batu,Dadaprejo,Negative,Medium,58,Open,32.21,,No,1981,2024,5,May,2,Friday,0,0,0,Medium
CMP-01888,2024-05-31 14:01:30,WhatsApp,Banyak lubang di jalan Tulungrejo yang mengganggu kendaraan.,Road Infrastructure,Dinas PUPR,Junrejo,Tulungrejo,Negative,Low,17,Resolved,31.66,5.73,Yes,4373,2024,5,May,2,Friday,1,1,0,Low
CMP-07903,2024-05-31 17:23:56,WhatsApp,Jaringan internet gratis di Temas sering putus.,Public WiFi,DISKOMINFO,Batu,Temas,Neutral,High,84,Open,17.37,,No,4735,2024,5,May,2,Friday,0,0,0,High
CMP-04843,2024-05-31 18:05:28,Call Center,Pedagang kaki lima di Dadaprejo mengganggu ketertiban.,Public Safety,Satpol PP,Batu,Dadaprejo,Negative,Low,19,Resolved,60.98,5.76,Yes,36,2024,5,May,2,Friday,1,1,0,Low
CMP-06796,2024-05-31 18:24:55,Instagram,Tekanan air di Ngaglik sangat kecil.,Clean Water,PDAM,Junrejo,Ngaglik,Negative,Critical,95,Resolved,0.66,2.74,Yes,2657,2024,5,May,2,Friday,1,1,1,Critical
CMP-04722,2024-05-31 20:16:45,Website,Tekanan air di Mojorejo sangat kecil.,Clean Water,PDAM,Bumiaji,Mojorejo,Neutral,Medium,65,Resolved,10.0,2.04,Yes,560,2024,5,May,2,Friday,1,1,0,Medium
CMP-04868,2024-05-31 23:57:37,WhatsApp,Penerangan jalan di Tulungrejo sangat minim.,Street Lighting,Dinas Perhubungan,Junrejo,Tulungrejo,Negative,Low,29,Resolved,43.93,10.89,Yes,4619,2024,5,May,2,Friday,1,1,0,Low
CMP-02769,2024-06-01 01:11:05,Instagram,Parkir liar di kawasan Tulungrejo menyebabkan kemacetan.,Illegal Parking,Dinas Perhubungan,Bumiaji,Tulungrejo,Negative,Medium,68,Resolved,32.7,3.82,No,4071,2024,6,June,2,Saturday,1,0,0,Medium
CMP-01074,2024-06-01 02:38:57,TikTok,Lampu jalan di Mojorejo mati sejak beberapa hari lalu.,Street Lighting,Dinas Perhubungan,Bumiaji,Mojorejo,Negative,Medium,69,In Progress,18.15,,Yes,116,2024,6,June,2,Saturday,0,1,0,Medium
CMP-02483,2024-06-01 03:08:19,Instagram,Lampu jalan di Gunungsari mati sejak beberapa hari lalu.,Street Lighting,Dinas Perhubungan,Junrejo,Gunungsari,Negative,Low,34,Open,97.36,,No,3608,2024,6,June,2,Saturday,0,0,0,Low
CMP-00742,2024-06-01 05:28:22,LAPOR!,Parkir liar di kawasan Punten menyebabkan kemacetan.,Illegal Parking,Dinas Perhubungan,Batu,Punten,Neutral,Low,30,Resolved,34.65,13.3,Yes,2509,2024,6,June,2,Saturday,1,1,0,Low
CMP-09785,2024-06-01 08:09:40,Website,Pedagang kaki lima di Temas mengganggu ketertiban.,Public Safety,Satpol PP,Batu,Temas,Negative,Medium,54,Resolved,38.07,5.47,No,4510,2024,6,June,2,Saturday,1,0,0,Medium
CMP-08280,2024-06-01 10:23:15,LAPOR!,Banyak kendaraan parkir sembarangan di Punten.,Illegal Parking,Dinas Perhubungan,Batu,Punten,Neutral,Medium,48,Resolved,31.57,5.67,No,4825,2024,6,June,2,Saturday,1,0,0,Medium
CMP-01451,2024-06-01 10:43:53,TikTok,Drainase di Tulungrejo tidak berfungsi dengan baik.,Flooding,Dinas PUPR,Bumiaji,Tulungrejo,Neutral,High,73,Resolved,4.79,1.32,Yes,4380,2024,6,June,2,Saturday,1,1,0,High
CMP-04054,2024-06-01 10:54:27,Call Center,Jaringan internet gratis di Tulungrejo sering putus.,Public WiFi,DISKOMINFO,Junrejo,Tulungrejo,Negative,High,87,Resolved,16.06,5.71,No,1358,2024,6,June,2,Saturday,1,0,0,High
CMP-03550,2024-06-01 11:16:14,TikTok,Banyak kendaraan parkir sembarangan di Mojorejo.,Illegal Parking,Dinas Perhubungan,Bumiaji,Mojorejo,Negative,Low,30,Resolved,47.86,5.69,Yes,3167,2024,6,June,2,Saturday,1,1,0,Low
CMP-04275,2024-06-01 11:41:30,Instagram,Fasilitas wisata di Mojorejo perlu ditingkatkan.,Tourism Services,Dinas Pariwisata,Batu,Mojorejo,Neutral,Medium,65,Resolved,47.71,3.8,No,2749,2024,6,June,2,Saturday,1,0,0,Medium
CMP-05085,2024-06-01 11:56:50,Instagram,Drainase di Songgokerto tidak berfungsi dengan baik.,Flooding,Dinas PUPR,Junrejo,Songgokerto,Negative,High,76,In Progress,15.22,,No,2119,2024,6,June,2,Saturday,0,0,0,High
CMP-05646,2024-06-01 12:40:32,WhatsApp,Distribusi air di Ngaglik sering terhenti.,Clean Water,PDAM,Batu,Ngaglik,Negative,Medium,43,In Progress,27.85,,No,4241,2024,6,June,2,Saturday,0,0,0,Medium
CMP-08401,2024-06-01 13:19:37,TikTok,Bau sampah sangat mengganggu warga di Mojorejo.,Waste Management,Dinas Lingkungan Hidup,Batu,Mojorejo,Negative,Medium,62,In Progress,22.33,,Yes,4304,2024,6,June,2,Saturday,0,1,0,Medium
CMP-02242,2024-06-01 15:19:06,Call Center,Penerangan jalan di Mojorejo sangat minim.,Street Lighting,Dinas Perhubungan,Junrejo,Mojorejo,Negative,Critical,94,In Progress,2.31,,No,3525,2024,6,June,2,Saturday,0,0,1,Critical
CMP-07367,2024-06-01 19:30:26,Website,Jaringan internet gratis di Sisir sering putus.,Public WiFi,DISKOMINFO,Junrejo,Sisir,Negative,Medium,42,In Progress,15.93,,Yes,4597,2024,6,June,2,Saturday,0,1,0,Medium
CMP-07826,2024-06-01 21:55:29,Call Center,Drainase di Gunungsari tidak berfungsi dengan baik.,Flooding,Dinas PUPR,Junrejo,Gunungsari,Negative,Low,18,Open,36.21,,Yes,2383,2024,6,June,2,Saturday,0,1,0,Low
CMP-03093,2024-06-01 22:32:52,Website,Banyak kendaraan parkir sembarangan di Songgokerto.,Illegal Parking,Dinas Perhubungan,Batu,Songgokerto,Neutral,Low,15,In Progress,28.65,,Yes,1565,2024,6,June,2,Saturday,0,1,0,Low
CMP-07625,2024-06-01 22:48:03,Call Center,WiFi publik di Songgokerto sangat lambat.,Public WiFi,DISKOMINFO,Batu,Songgokerto,Neutral,Low,37,Resolved,98.44,5.37,No,1255,2024,6,June,2,Saturday,1,0,0,Low
CMP-08728,2024-06-02 01:07:44,Instagram,Sampah menumpuk di area Beji dan belum diangkut.,Waste Management,Dinas Lingkungan Hidup,Bumiaji,Beji,Negative,Medium,59,Open,43.8,,No,4434,2024,6,June,2,Sunday,0,0,0,Medium
CMP-07780,2024-06-02 01:46:16,Instagram,Pelayanan wisata di Songgokerto belum optimal.,Tourism Services,Dinas Pariwisata,Bumiaji,Songgokerto,Negative,High,85,Open,20.87,,No,1296,2024,6,June,2,Sunday,0,0,0,High
CMP-03160,2024-06-02 01:49:17,WhatsApp,Antrian pelayanan di Songgokerto sangat panjang.,Administrative Services,Dinas Kependudukan,Junrejo,Songgokerto,Negative,High,84,Resolved,19.74,4.22,No,2668,2024,6,June,2,Sunday,1,0,0,High
CMP-09071,2024-06-02 03:59:46,Website,Bau sampah sangat mengganggu warga di Gunungsari.,Waste Management,Dinas Lingkungan Hidup,Bumiaji,Gunungsari,Neutral,Low,27,Resolved,65.25,10.94,Yes,234,2024,6,June,2,Sunday,1,1,0,Low
CMP-09816,2024-06-02 04:19:22,Instagram,Informasi destinasi wisata di Beji kurang jelas.,Tourism Services,Dinas Pariwisata,Bumiaji,Beji,Negative,High,77,Open,16.54,,No,482,2024,6,June,2,Sunday,0,0,0,High
CMP-06133,2024-06-02 06:14:37,LAPOR!,Fasilitas wisata di Gunungsari perlu ditingkatkan.,Tourism Services,Dinas Pariwisata,Batu,Gunungsari,Negative,Low,22,In Progress,41.31,,Yes,3745,2024,6,June,2,Sunday,0,1,0,Low
CMP-06031,2024-06-02 06:30:57,WhatsApp,Genangan air sering terjadi di Dadaprejo saat hujan.,Flooding,Dinas PUPR,Junrejo,Dadaprejo,Negative,High,77,Open,12.8,,No,1512,2024,6,June,2,Sunday,0,0,0,High
CMP-08616,2024-06-02 08:16:56,Instagram,Bau sampah sangat mengganggu warga di Songgokerto.,Waste Management,Dinas Lingkungan Hidup,Junrejo,Songgokerto,Negative,Low,16,Open,37.96,,Yes,273,2024,6,June,2,Sunday,0,1,0,Low
CMP-07750,2024-06-02 08:54:23,Call Center,Aspal rusak parah di daerah Sisir dan belum diperbaiki.,Road Infrastructure,Dinas PUPR,Batu,Sisir,Negative,Critical,97,Open,4.39,,No,2888,2024,6,June,2,Sunday,0,0,1,Critical
CMP-09126,2024-06-02 12:35:08,TikTok,Distribusi air di Gunungsari sering terhenti.,Clean Water,PDAM,Bumiaji,Gunungsari,Neutral,Medium,41,In Progress,23.43,,Yes,1693,2024,6,June,2,Sunday,0,1,0,Medium
CMP-09763,2024-06-02 16:43:34,WhatsApp,Pedagang kaki lima di Punten mengganggu ketertiban.,Public Safety,Satpol PP,Junrejo,Punten,Negative,Medium,58,Resolved,46.12,3.29,No,586,2024,6,June,2,Sunday,1,0,0,Medium
CMP-06667,2024-06-02 17:48:41,Call Center,Banyak kendaraan parkir sembarangan di Dadaprejo.,Illegal Parking,Dinas Perhubungan,Batu,Dadaprejo,Negative,Medium,41,Open,41.01,,No,1518,2024,6,June,2,Sunday,0,0,0,Medium
CMP-01575,2024-06-02 18:04:48,Website,Aspal rusak parah di daerah Sisir dan belum diperbaiki.,Road Infrastructure,Dinas PUPR,Junrejo,Sisir,Negative,Medium,50,In Progress,8.54,,Yes,1475,2024,6,June,2,Sunday,0,1,0,Medium
CMP-06772,2024-06-02 18:46:31,TikTok,Drainase di Dadaprejo tidak berfungsi dengan baik.,Flooding,Dinas PUPR,Batu,Dadaprejo,Negative,Critical,91,Open,4.41,,No,580,2024,6,June,2,Sunday,0,0,1,Critical
CMP-02699,2024-06-02 19:03:53,LAPOR!,Parkir liar di Songgokerto mengganggu akses jalan.,Illegal Parking,Dinas Perhubungan,Junrejo,Songgokerto,Negative,Medium,50,Resolved,35.9,3.85,No,2589,2024,6,June,2,Sunday,1,0,0,Medium
CMP-04743,2024-06-02 20:48:06,Call Center,Jalan di wilayah Ngaglik berlubang dan membahayakan pengguna.,Road Infrastructure,Dinas PUPR,Junrejo,Ngaglik,Negative,Low,22,In Progress,110.51,,No,2956,2024,6,June,2,Sunday,0,0,0,Low
